Image,Title,Price,Rating,Result_Type
https://m.media-amazon.com/images/I/61h78UMEXjL._AC_UY218_.jpg,"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 40‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 48GB Unified Memory, 2TB SSD Storage; Space Black","4,99,900",4.3 ,Sponsored
https://m.media-amazon.com/images/I/61amETli1DL._AC_UY218_.jpg,"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver","64,990",4.7 ,Sponsored
https://m.media-amazon.com/images/I/61R5Ecv7i-L._AC_UY218_.jpg,"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU","50,040",4.2 ,Organic
https://m.media-amazon.com/images/I/61LN3yfrpfL._AC_UY218_.jpg,"ASUS Vivobook 15, Smartchoice,Intel Core i3 13th Gen 1315U, 16GB RAM, 512GB SSD, FHD 15.6"", Touchscreen, Win11, Office 24, M365 Basic (1Y), Quiet Blue, 1.7Kg, X1504VA-E83959WS, Intel UHD iGPU, Laptop","54,990",4.3 ,Organic
https://m.media-amazon.com/images/I/71ouu-iX3pL._AC_UY218_.jpg,"Acer Smartchoice Aspire One, AMD Ryzen 3-7320U, Office 2024 + M365 Basic, 8GB LPDDR5 RAM/ 256GB SSD, 14.0""/35.56cm TN HD Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop","42,990",Not Available,Organic
https://m.media-amazon.com/images/I/51LHNjAjH9L._AC_UY218_.jpg,"𝗗𝗲𝗹𝗹Laptop Model 5420 | 𝗜𝗡𝗧𝗘𝗟i5 11th Gen Processor |8GB DDR4 RAM |256GB SSD |14"" FHD Display | Win10 | A+ Condition Laptop (Refab)","30,990",5.0 ,Organic
https://m.media-amazon.com/images/I/71aup0IO2ZL._AC_UY218_.jpg,"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty","54,790",4.0 ,Organic
https://m.media-amazon.com/images/I/71LFZxS09oL._AC_UY218_.jpg,"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin & Light Business Laptop/15.6"" Display/Turbo Silver/Copilot Key/1.5kg/MS Office","48,992",Not Available,Organic
https://m.media-amazon.com/images/I/81fYz-KdI6L._AC_UY218_.jpg,"acer TravelLite Thin Laptop AMD Ryzen 5 7430U |16GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display |Privacy Shutter| Windows 11 | Metal Body | 1.34Kg | Black | 3 Year Warranty","49,799",3.0 ,Organic
https://m.media-amazon.com/images/I/51oZp2EkLjL._AC_UY218_.jpg,"HP Professional 14 (2026) – Intel Core 5 120U (14th Gen), 16GB RAM, 512GB SSD, Windows 11 Pro, MSO 2024, Copilot Key, Fingerprint Reader, Intel Iris Xe Graphics, 14″ FHD Display, 1.53Kg – Turbo Silver","63,650",5.0 ,Organic
https://m.media-amazon.com/images/I/71n6Fs5KQPL._AC_UY218_.jpg,"ASUS Zenbook 14, Smartchoice, Intel Core Ultra 5 Series 2,16GB RAM,1TB SSD,3K OLED 14"", Touchscreen, Win 11, Office Home 2024,Blue, 1.28kg, UX3405CA-PZ162WS, Intel iGPU, M365 Basic (1Year)* Laptop","1,14,990",4.3 ,Sponsored
https://m.media-amazon.com/images/I/81PaO9Q1WFL._AC_UY218_.jpg,"Lenovo Yoga Slim 7, Intel Core Ultra 5 125H, 16GB RAM, 512GB SSD, AI PC, WUXGA-OLED, 14""/35.5cm, Windows 11, Microsoft 365 Basic + Office 2024, Grey, 1.39Kg, 83CV00DFIN, AI Powered Laptop","84,990",4.3 ,Sponsored
